"filename", "language", "TypeScript", "JSON", "PostCSS", "XML", "GLSL", "HTML", "comment", "blank", "total"
"d:\GFF Online\gff-online\src\objects\chars\GTravelAgentSprite.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 6, 5, 52
"d:\GFF Online\gff-online\src\objects\components\GCheckBox.ts", "TypeScript", 100, 0, 0, 0, 0, 0, 5, 20, 125
"d:\GFF Online\gff-online\src\objects\components\GDistributionContainer.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 4, 52
"d:\GFF Online\gff-online\src\objects\components\GDynamicPositioner.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 15, 8, 95
"d:\GFF Online\gff-online\src\objects\components\GIconBarButton.ts", "TypeScript", 97, 0, 0, 0, 0, 0, 19, 17, 133
"d:\GFF Online\gff-online\src\objects\components\GNumberEntry.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 12, 64
"d:\GFF Online\gff-online\src\objects\components\GOptionGroup.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 7, 10, 64
"d:\GFF Online\gff-online\src\objects\components\GOptionWheel.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 10, 28, 173
"d:\GFF Online\gff-online\src\objects\components\GPersonFile.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 6, 14, 74
"d:\GFF Online\gff-online\src\objects\components\GPopup.ts", "TypeScript", 246, 0, 0, 0, 0, 0, 44, 41, 331
"d:\GFF Online\gff-online\src\objects\components\GScrollPane.ts", "TypeScript", 114, 0, 0, 0, 0, 0, 27, 22, 163
"d:\GFF Online\gff-online\src\objects\components\GTextButton.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 6, 17, 100
"d:\GFF Online\gff-online\src\objects\components\GTextEntryControl.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 3
"d:\GFF Online\gff-online\src\objects\components\GTextOptionButton.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 6, 24, 156
"d:\GFF Online\gff-online\src\objects\decorations\GBackgroundDecoration.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 13, 5, 35
"d:\GFF Online\gff-online\src\objects\decorations\GForegroundDecoration.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 12, 6, 38
"d:\GFF Online\gff-online\src\objects\interactables\GPiano.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\GFF Online\gff-online\src\objects\obstacles\GChurchHouse.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 3, 11
"d:\GFF Online\gff-online\src\objects\obstacles\GObstacleSprite.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 9, 10, 66
"d:\GFF Online\gff-online\src\objects\obstacles\GObstacleStatic.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 8, 8, 47
"d:\GFF Online\gff-online\src\objects\obstacles\GTravelAgency.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 1, 5, 20
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallEast.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallNE.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallNW.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallNorth.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallSE.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallSW.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallSouth.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallSouthInside.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 4, 2, 20
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallSouthWithDoor.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 7, 6, 33
"d:\GFF Online\gff-online\src\objects\obstacles\walls\GWallWest.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\GFF Online\gff-online\src\objects\touchables\GBuildingEntrance.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 1, 6, 25
"d:\GFF Online\gff-online\src\objects\touchables\GBuildingExit.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 1, 6, 24
"d:\GFF Online\gff-online\src\objects\touchables\GTouchable.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 3, 10, 45
"d:\GFF Online\gff-online\src\objects\touchables\GTreasureChest.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 6, 11, 130
"d:\GFF Online\gff-online\src\people.ts", "TypeScript", 156, 0, 0, 0, 0, 0, 1, 10, 167
"d:\GFF Online\gff-online\src\physics.ts", "TypeScript", 79, 0, 0, 0, 0, 0, 16, 12, 107
"d:\GFF Online\gff-online\src\player.ts", "TypeScript", 174, 0, 0, 0, 0, 0, 1, 37, 212
"d:\GFF Online\gff-online\src\random.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 9, 16, 87
"d:\GFF Online\gff-online\src\regions\GChurchRegion.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 1, 7, 43
"d:\GFF Online\gff-online\src\regions\GDesertRegion.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 17, 18, 96
"d:\GFF Online\gff-online\src\regions\GForestRegion.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 15, 13, 88
"d:\GFF Online\gff-online\src\regions\GInsideRegion.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 4, 10
"d:\GFF Online\gff-online\src\regions\GMountRegion.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 7, 12, 60
"d:\GFF Online\gff-online\src\regions\GOutsideRegion.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 4, 10
"d:\GFF Online\gff-online\src\regions\GPlainRegion.ts", "TypeScript", 63, 0, 0, 0, 0, 0, 19, 15, 97
"d:\GFF Online\gff-online\src\regions\GRegion.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 15, 17, 88
"d:\GFF Online\gff-online\src\regions\GSwampRegion.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 13, 13, 78
"d:\GFF Online\gff-online\src\regions\GTundraRegion.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 16, 13, 88
"d:\GFF Online\gff-online\src\scenery.ts", "TypeScript", 219, 0, 0, 0, 0, 0, 18, 17, 254
"d:\GFF Online\gff-online\src\scenes\GAdventureContent.ts", "TypeScript", 1161, 0, 0, 0, 0, 0, 144, 153, 1458
"d:\GFF Online\gff-online\src\scenes\GAdventureUI.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 38, 32, 215
"d:\GFF Online\gff-online\src\scenes\GBaseScene.ts", "TypeScript", 92, 0, 0, 0, 0, 0, 3, 19, 114
"d:\GFF Online\gff-online\src\scenes\GBattleContent.ts", "TypeScript", 1026, 0, 0, 0, 0, 0, 71, 114, 1211
"d:\GFF Online\gff-online\src\scenes\GBibleUI.ts", "TypeScript", 418, 0, 0, 0, 0, 0, 117, 76, 611
"d:\GFF Online\gff-online\src\scenes\GBooksUI.ts", "TypeScript", 231, 0, 0, 0, 0, 0, 2, 37, 270
"d:\GFF Online\gff-online\src\scenes\GContentScene.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 2, 5
"d:\GFF Online\gff-online\src\scenes\GGlossaryUI.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 4, 17, 123
"d:\GFF Online\gff-online\src\scenes\GLoadingScene.ts", "TypeScript", 190, 0, 0, 0, 0, 0, 22, 27, 239
"d:\GFF Online\gff-online\src\scenes\GMainMenuContent.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 8, 22
"d:\GFF Online\gff-online\src\scenes\GMapUI.ts", "TypeScript", 225, 0, 0, 0, 0, 0, 27, 32, 284
"d:\GFF Online\gff-online\src\scenes\GOptionsUI.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 1, 8, 48
"d:\GFF Online\gff-online\src\scenes\GPeopleUI.ts", "TypeScript", 177, 0, 0, 0, 0, 0, 9, 29, 215
"d:\GFF Online\gff-online\src\scenes\GStatusUI.ts", "TypeScript", 328, 0, 0, 0, 0, 0, 28, 37, 393
"d:\GFF Online\gff-online\src\scenes\GTitleContent.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 12, 14, 83
"d:\GFF Online\gff-online\src\scenes\GUIScene.ts", "TypeScript", 381, 0, 0, 0, 0, 0, 46, 37, 464
"d:\GFF Online\gff-online\src\scenes\GWorldBuildContent.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 6, 21, 171
"d:\GFF Online\gff-online\src\shaders\GrayscalePostFxPipeline.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 1, 21
"d:\GFF Online\gff-online\src\stats.ts", "TypeScript", 399, 0, 0, 0, 0, 0, 19, 27, 445
"d:\GFF Online\gff-online\src\stronghold.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 3, 13
"d:\GFF Online\gff-online\src\style.css", "PostCSS", 0, 0, 14, 0, 0, 0, 0, 3, 17
"d:\GFF Online\gff-online\src\town.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 4, 13, 57
"d:\GFF Online\gff-online\src\triggers\GChurchDoorTrigger.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 6, 33
"d:\GFF Online\gff-online\src\triggers\GEventTrigger.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 9, 36
"d:\GFF Online\gff-online\src\types.ts", "TypeScript", 290, 0, 0, 0, 0, 0, 48, 41, 379
"Total", "-", 15838, 9739, 14, 33672, 8, 12, 1976, 2611, 63870
